UserId,ProductId,Rating,time,price,ProductName,Calories,Fat,Carb,Fiber,Protein,Sodium
4446,1,3,5/12/2024 10:45,10,Tea,2,0,0,0,0,0
1446,3,3,5/12/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3761,4,1,5/12/2024 10:45,20,Nescafee,100,3,12,1,5,120
1800,3,3,5/12/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
116,6,2,5/12/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2357,1,5,5/12/2024 10:45,10,Tea,2,0,0,0,0,0
2079,4,3,5/12/2024 10:45,20,Nescafee,100,3,12,1,5,120
2270,3,3,5/12/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1445,1,5,morning,10,Tea,2,0,0,0,0,0
4022,2,5,5/12/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3374,2,5,5/12/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3196,3,5,5/12/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3345,4,1,5/12/2024 10:45,20,Nescafee,100,3,12,1,5,120
3291,6,2,5/13/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2001,5,1,5/13/2024 10:45,15,Cacao,150,8,15,5,4,50
4842,2,5,5/13/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1007,1,1,5/13/2024 10:45,10,Tea,2,0,0,0,0,0
3063,2,5,5/13/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3534,4,3,5/13/2024 10:45,20,Nescafee,100,3,12,1,5,120
2911,3,1,5/13/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
221,6,4,5/13/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4914,1,3,5/13/2024 10:45,10,Tea,2,0,0,0,0,0
2430,6,1,5/13/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4321,3,4,5/13/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1855,3,5,5/13/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2273,2,2,evening,15,Tea_Milk,50,2,8,0,3,25
1564,3,1,evening,15,Nescaffee black,80,3,10,0,1,100
1967,1,2,evening,10,Tea,2,0,0,0,0,0
3211,6,3,evening,20,Cacao_Milk,200,10,20,5,6,100
3465,1,1,5/14/2024 10:45,10,Tea,2,0,0,0,0,0
3923,6,2,5/14/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4903,4,4,5/14/2024 10:45,20,Nescafee,100,3,12,1,5,120
3263,5,1,5/14/2024 10:45,15,Cacao,150,8,15,5,4,50
819,3,2,5/14/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1244,3,2,afternoon,15,Nescaffee black,80,3,10,0,1,100
1949,1,4,5/14/2024 10:45,10,Tea,2,0,0,0,0,0
4136,2,3,5/14/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2641,3,1,5/14/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4795,4,1,5/14/2024 10:45,20,Nescafee,100,3,12,1,5,120
3097,3,3,afternoon,15,Nescaffee black,80,3,10,0,1,100
4757,4,2,afternoon,20,Nescafee,100,3,12,1,5,120
1377,2,3,5/14/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
858,6,2,afternoon,20,Cacao_Milk,200,10,20,5,6,100
2582,1,3,afternoon,10,Tea,2,0,0,0,0,0
533,1,1,5/14/2024 10:45,10,Tea,2,0,0,0,0,0
4519,6,5,5/15/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2570,1,2,5/15/2024 10:45,10,Tea,2,0,0,0,0,0
3112,5,1,5/15/2024 10:45,15,Cacao,150,8,15,5,4,50
3750,2,1,evening,15,Tea_Milk,50,2,8,0,3,25
1586,3,2,5/15/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
589,5,1,5/15/2024 10:45,15,Cacao,150,8,15,5,4,50
2626,6,4,5/15/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3464,5,2,5/15/2024 10:45,15,Cacao,150,8,15,5,4,50
3645,1,2,afternoon,10,Tea,2,0,0,0,0,0
3278,1,4,afternoon,10,Tea,2,0,0,0,0,0
2353,6,3,afternoon,20,Cacao_Milk,200,10,20,5,6,100
783,2,1,afternoon,15,Tea_Milk,50,2,8,0,3,25
2603,6,1,5/15/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3828,6,1,5/15/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2974,5,4,5/15/2024 10:45,15,Cacao,150,8,15,5,4,50
411,1,2,5/15/2024 10:45,10,Tea,2,0,0,0,0,0
764,6,1,5/16/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3403,2,1,5/16/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2228,4,5,5/16/2024 10:45,20,Nescafee,100,3,12,1,5,120
2614,3,1,5/16/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4282,3,5,5/16/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
433,1,4,5/16/2024 10:45,10,Tea,2,0,0,0,0,0
135,2,2,5/16/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
943,2,4,5/16/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1170,6,1,5/16/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3472,4,2,5/16/2024 10:45,20,Nescafee,100,3,12,1,5,120
2371,2,1,5/16/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3011,2,2,5/16/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
158,1,1,5/16/2024 10:45,10,Tea,2,0,0,0,0,0
3873,5,1,5/16/2024 10:45,15,Cacao,150,8,15,5,4,50
4769,3,4,5/16/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3578,4,1,5/16/2024 10:45,20,Nescafee,100,3,12,1,5,120
2491,6,3,5/17/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1888,5,4,5/17/2024 10:45,15,Cacao,150,8,15,5,4,50
444,4,4,afternoon,20,Nescafee,100,3,12,1,5,120
453,3,2,5/17/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3223,3,1,5/17/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2012,6,3,5/17/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
713,1,2,morning,10,Tea,2,0,0,0,0,0
2443,1,5,5/17/2024 10:45,10,Tea,2,0,0,0,0,0
1994,5,1,5/17/2024 10:45,15,Cacao,150,8,15,5,4,50
4914,5,5,5/17/2024 10:45,15,Cacao,150,8,15,5,4,50
728,2,1,5/17/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1757,1,4,afternoon,10,Tea,2,0,0,0,0,0
3235,1,5,5/17/2024 10:45,10,Tea,2,0,0,0,0,0
4941,6,5,5/17/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4270,2,3,5/17/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1510,6,4,5/17/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1396,6,2,5/18/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1867,5,1,5/18/2024 10:45,15,Cacao,150,8,15,5,4,50
4813,3,5,5/18/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2991,2,2,5/18/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4767,3,2,morning,15,Nescaffee black,80,3,10,0,1,100
4709,4,1,morning,20,Nescafee,100,3,12,1,5,120
3914,1,2,morning,10,Tea,2,0,0,0,0,0
3935,2,4,morning,15,Tea_Milk,50,2,8,0,3,25
2816,3,1,morning,15,Nescaffee black,80,3,10,0,1,100
1128,2,5,morning,15,Tea_Milk,50,2,8,0,3,25
1931,6,2,morning,20,Cacao_Milk,200,10,20,5,6,100
2647,3,3,morning,15,Nescaffee black,80,3,10,0,1,100
2573,2,2,morning,15,Tea_Milk,50,2,8,0,3,25
3453,6,5,morning,20,Cacao_Milk,200,10,20,5,6,100
370,5,5,morning,15,Cacao,150,8,15,5,4,50
3706,1,1,morning,10,Tea,2,0,0,0,0,0
3901,5,5,5/19/2024 10:45,15,Cacao,150,8,15,5,4,50
3256,6,1,5/19/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3349,3,1,5/19/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4410,5,3,5/19/2024 10:45,15,Cacao,150,8,15,5,4,50
208,2,3,5/19/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1094,2,1,5/19/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
422,5,3,5/19/2024 10:45,15,Cacao,150,8,15,5,4,50
4484,1,2,5/19/2024 10:45,10,Tea,2,0,0,0,0,0
3916,5,2,5/19/2024 10:45,15,Cacao,150,8,15,5,4,50
4490,1,1,5/19/2024 10:45,10,Tea,2,0,0,0,0,0
1769,3,2,5/19/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1884,5,1,5/19/2024 10:45,15,Cacao,150,8,15,5,4,50
2154,1,3,5/19/2024 10:45,10,Tea,2,0,0,0,0,0
4481,4,5,morning,20,Nescafee,100,3,12,1,5,120
4859,5,5,5/19/2024 10:45,15,Cacao,150,8,15,5,4,50
3680,3,4,5/19/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
212,6,2,5/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4285,4,4,evening,20,Nescafee,100,3,12,1,5,120
2882,4,5,5/20/2024 10:45,20,Nescafee,100,3,12,1,5,120
2507,2,4,5/20/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3771,6,3,5/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
20,1,2,5/20/2024 10:45,10,Tea,2,0,0,0,0,0
3729,3,1,5/20/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2540,2,4,evening,15,Tea_Milk,50,2,8,0,3,25
963,3,1,5/20/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
605,5,2,5/20/2024 10:45,15,Cacao,150,8,15,5,4,50
1456,1,1,5/20/2024 10:45,10,Tea,2,0,0,0,0,0
4307,4,2,5/20/2024 10:45,20,Nescafee,100,3,12,1,5,120
1010,4,2,5/20/2024 10:45,20,Nescafee,100,3,12,1,5,120
4733,6,5,5/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2523,5,4,5/20/2024 10:45,15,Cacao,150,8,15,5,4,50
2261,6,3,5/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1508,2,5,5/21/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2868,6,4,5/21/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
381,2,4,5/21/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2170,3,3,5/21/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2912,4,1,5/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
2196,5,3,afternoon,15,Cacao,150,8,15,5,4,50
2796,2,4,5/21/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3654,2,5,5/21/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1112,4,4,5/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
130,1,3,5/21/2024 10:45,10,Tea,2,0,0,0,0,0
4377,1,4,5/21/2024 10:45,10,Tea,2,0,0,0,0,0
4149,4,1,5/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
2364,3,3,5/21/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4435,6,4,5/21/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
566,4,4,5/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
3869,1,3,5/21/2024 10:45,10,Tea,2,0,0,0,0,0
4573,4,5,5/22/2024 10:45,20,Nescafee,100,3,12,1,5,120
1801,5,5,5/22/2024 10:45,15,Cacao,150,8,15,5,4,50
4783,4,2,evening,20,Nescafee,100,3,12,1,5,120
1733,2,5,5/22/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3651,2,2,afternoon,15,Tea_Milk,50,2,8,0,3,25
586,3,5,afternoon,15,Nescaffee black,80,3,10,0,1,100
1864,2,1,afternoon,15,Tea_Milk,50,2,8,0,3,25
4443,1,5,afternoon,10,Tea,2,0,0,0,0,0
103,1,4,5/22/2024 10:45,10,Tea,2,0,0,0,0,0
2180,2,1,5/22/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1693,5,1,afternoon,15,Cacao,150,8,15,5,4,50
4843,6,5,5/22/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
70,5,2,5/22/2024 10:45,15,Cacao,150,8,15,5,4,50
3980,4,4,5/22/2024 10:45,20,Nescafee,100,3,12,1,5,120
3457,3,2,5/22/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4753,5,3,morning,15,Cacao,150,8,15,5,4,50
3815,4,2,5/23/2024 17:45,20,Nescafee,100,3,12,1,5,120
1167,6,1,5/23/2024 17:45,20,Cacao_Milk,200,10,20,5,6,100
319,3,4,5/23/2024 17:45,15,Nescaffee black,80,3,10,0,1,100
3558,5,5,5/23/2024 17:45,15,Cacao,150,8,15,5,4,50
1439,1,4,5/23/2024 17:45,10,Tea,2,0,0,0,0,0
674,4,4,5/23/2024 17:45,20,Nescafee,100,3,12,1,5,120
539,6,4,5/23/2024 17:45,20,Cacao_Milk,200,10,20,5,6,100
911,2,3,5/23/2024 17:45,15,Tea_Milk,50,2,8,0,3,25
296,3,3,afternoon,15,Nescaffee black,80,3,10,0,1,100
2553,1,2,afternoon,10,Tea,2,0,0,0,0,0
3904,5,3,afternoon,15,Cacao,150,8,15,5,4,50
4698,6,1,afternoon,20,Cacao_Milk,200,10,20,5,6,100
1616,2,1,5/23/2024 17:45,15,Tea_Milk,50,2,8,0,3,25
3754,2,4,5/23/2024 17:45,15,Tea_Milk,50,2,8,0,3,25
485,6,5,evening,20,Cacao_Milk,200,10,20,5,6,100
3066,6,1,5/23/2024 17:45,20,Cacao_Milk,200,10,20,5,6,100
3505,2,4,5/24/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
888,2,5,5/24/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1202,3,3,5/24/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
488,2,4,5/24/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3802,6,2,evening,20,Cacao_Milk,200,10,20,5,6,100
368,5,5,evening,15,Cacao,150,8,15,5,4,50
1817,6,1,evening,20,Cacao_Milk,200,10,20,5,6,100
3336,3,3,afternoon,15,Nescaffee black,80,3,10,0,1,100
224,4,5,5/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
4671,1,2,5/24/2024 10:45,10,Tea,2,0,0,0,0,0
1537,3,3,5/24/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
262,4,4,5/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
451,5,1,afternoon,15,Cacao,150,8,15,5,4,50
3359,1,1,afternoon,10,Tea,2,0,0,0,0,0
3392,6,3,afternoon,20,Cacao_Milk,200,10,20,5,6,100
3555,6,4,afternoon,20,Cacao_Milk,200,10,20,5,6,100
3310,5,2,5/25/2024 10:45,15,Cacao,150,8,15,5,4,50
3309,4,4,5/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
241,2,5,5/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2251,5,2,5/25/2024 10:45,15,Cacao,150,8,15,5,4,50
285,3,4,5/25/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1543,1,4,5/25/2024 10:45,10,Tea,2,0,0,0,0,0
3488,4,2,morning,20,Nescafee,100,3,12,1,5,120
3301,4,5,5/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
88,3,1,5/25/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3751,2,4,5/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1078,4,2,5/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
4809,1,2,5/25/2024 10:45,10,Tea,2,0,0,0,0,0
959,4,5,5/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
71,6,1,5/25/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
866,6,1,morning,20,Cacao_Milk,200,10,20,5,6,100
579,2,4,5/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4907,2,3,5/26/2024 15:45,15,Tea_Milk,50,2,8,0,3,25
4698,3,5,5/26/2024 15:45,15,Nescaffee black,80,3,10,0,1,100
1057,2,4,5/26/2024 15:45,15,Tea_Milk,50,2,8,0,3,25
4722,4,3,5/26/2024 15:45,20,Nescafee,100,3,12,1,5,120
4622,3,1,5/26/2024 15:45,15,Nescaffee black,80,3,10,0,1,100
1557,1,5,5/26/2024 15:45,10,Tea,2,0,0,0,0,0
663,2,5,5/26/2024 15:45,15,Tea_Milk,50,2,8,0,3,25
2284,1,3,5/26/2024 15:45,10,Tea,2,0,0,0,0,0
94,2,4,evening,15,Tea_Milk,50,2,8,0,3,25
1726,6,2,evening,20,Cacao_Milk,200,10,20,5,6,100
4647,5,1,morning,15,Cacao,150,8,15,5,4,50
524,1,4,evening,10,Tea,2,0,0,0,0,0
4107,4,5,5/26/2024 15:45,20,Nescafee,100,3,12,1,5,120
3880,3,2,5/26/2024 15:45,15,Nescaffee black,80,3,10,0,1,100
3616,5,1,afternoon,15,Cacao,150,8,15,5,4,50
427,4,3,5/26/2024 15:45,20,Nescafee,100,3,12,1,5,120
2140,6,4,5/27/2024 7:45,20,Cacao_Milk,200,10,20,5,6,100
1664,5,3,5/27/2024 7:45,15,Cacao,150,8,15,5,4,50
4501,5,3,evening,15,Cacao,150,8,15,5,4,50
3976,3,4,5/27/2024 7:45,15,Nescaffee black,80,3,10,0,1,100
2126,1,3,5/27/2024 7:45,10,Tea,2,0,0,0,0,0
3459,3,4,5/27/2024 7:45,15,Nescaffee black,80,3,10,0,1,100
2252,2,4,5/27/2024 7:45,15,Tea_Milk,50,2,8,0,3,25
1390,5,3,5/27/2024 7:45,15,Cacao,150,8,15,5,4,50
236,6,4,5/27/2024 7:45,20,Cacao_Milk,200,10,20,5,6,100
4648,6,1,5/27/2024 7:45,20,Cacao_Milk,200,10,20,5,6,100
2636,2,3,afternoon,15,Tea_Milk,50,2,8,0,3,25
3491,2,5,5/27/2024 7:45,15,Tea_Milk,50,2,8,0,3,25
1388,1,1,evening,10,Tea,2,0,0,0,0,0
4200,2,2,evening,15,Tea_Milk,50,2,8,0,3,25
189,4,1,evening,20,Nescafee,100,3,12,1,5,120
1344,1,4,evening,10,Tea,2,0,0,0,0,0
1021,1,1,5/28/2024 8:45,10,Tea,2,0,0,0,0,0
3059,6,4,5/28/2024 8:45,20,Cacao_Milk,200,10,20,5,6,100
3047,1,1,afternoon,10,Tea,2,0,0,0,0,0
22,1,3,5/28/2024 8:45,10,Tea,2,0,0,0,0,0
1389,3,1,5/28/2024 8:45,15,Nescaffee black,80,3,10,0,1,100
3432,5,4,5/28/2024 8:45,15,Cacao,150,8,15,5,4,50
4759,4,1,morning,20,Nescafee,100,3,12,1,5,120
4223,5,3,5/28/2024 8:45,15,Cacao,150,8,15,5,4,50
460,3,1,5/28/2024 8:45,15,Nescaffee black,80,3,10,0,1,100
4565,1,3,afternoon,10,Tea,2,0,0,0,0,0
1306,2,4,5/28/2024 8:45,15,Tea_Milk,50,2,8,0,3,25
1128,3,5,morning,15,Nescaffee black,80,3,10,0,1,100
2624,4,3,5/28/2024 8:45,20,Nescafee,100,3,12,1,5,120
3700,4,3,5/28/2024 8:45,20,Nescafee,100,3,12,1,5,120
21,1,4,5/28/2024 8:45,10,Tea,2,0,0,0,0,0
3085,1,1,5/28/2024 8:45,10,Tea,2,0,0,0,0,0
2077,4,1,2/19/2024 7:45,20,Nescafee,100,3,12,1,5,120
417,4,1,2/19/2024 7:45,20,Nescafee,100,3,12,1,5,120
2581,6,4,2/19/2024 7:45,20,Cacao_Milk,200,10,20,5,6,100
3399,5,2,2/19/2024 7:45,15,Cacao,150,8,15,5,4,50
1051,6,1,2/19/2024 7:45,20,Cacao_Milk,200,10,20,5,6,100
3526,1,5,2/19/2024 7:45,10,Tea,2,0,0,0,0,0
4049,1,4,evening,10,Tea,2,0,0,0,0,0
3044,1,3,2/19/2024 7:45,10,Tea,2,0,0,0,0,0
4239,6,3,2/19/2024 7:45,20,Cacao_Milk,200,10,20,5,6,100
4632,1,2,2/19/2024 7:45,10,Tea,2,0,0,0,0,0
4721,4,3,2/19/2024 7:45,20,Nescafee,100,3,12,1,5,120
4166,1,1,2/19/2024 7:45,10,Tea,2,0,0,0,0,0
4475,4,2,2/19/2024 7:45,20,Nescafee,100,3,12,1,5,120
1150,1,3,2/19/2024 7:45,10,Tea,2,0,0,0,0,0
633,3,2,2/19/2024 7:45,15,Nescaffee black,80,3,10,0,1,100
3236,1,2,afternoon,10,Tea,2,0,0,0,0,0
4315,6,2,2/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3676,2,4,morning,15,Tea_Milk,50,2,8,0,3,25
2961,2,4,2/20/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1707,2,3,2/20/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2236,6,3,2/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3939,4,2,2/20/2024 10:45,20,Nescafee,100,3,12,1,5,120
1813,4,4,2/20/2024 10:45,20,Nescafee,100,3,12,1,5,120
3508,6,1,evening,20,Cacao_Milk,200,10,20,5,6,100
2518,6,2,2/20/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
703,5,2,2/20/2024 10:45,15,Cacao,150,8,15,5,4,50
793,2,3,2/20/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3463,5,1,afternoon,15,Cacao,150,8,15,5,4,50
560,1,4,2/20/2024 10:45,10,Tea,2,0,0,0,0,0
2464,4,1,2/20/2024 10:45,20,Nescafee,100,3,12,1,5,120
508,5,1,2/20/2024 10:45,15,Cacao,150,8,15,5,4,50
3231,3,5,2/20/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1489,1,4,2/21/2024 10:45,10,Tea,2,0,0,0,0,0
1069,5,5,2/21/2024 10:45,15,Cacao,150,8,15,5,4,50
4066,3,4,evening,15,Nescaffee black,80,3,10,0,1,100
2115,3,1,2/21/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3896,2,5,morning,15,Tea_Milk,50,2,8,0,3,25
3472,6,2,morning,20,Cacao_Milk,200,10,20,5,6,100
4068,4,2,morning,20,Nescafee,100,3,12,1,5,120
992,1,3,morning,10,Tea,2,0,0,0,0,0
58,6,2,2/21/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
411,4,2,2/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
3417,4,3,2/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
3893,4,4,2/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
580,6,1,2/21/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1470,4,4,2/21/2024 10:45,20,Nescafee,100,3,12,1,5,120
4496,1,3,2/21/2024 10:45,10,Tea,2,0,0,0,0,0
1049,6,3,2/21/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4616,6,5,2/22/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4000,4,2,2/22/2024 10:45,20,Nescafee,100,3,12,1,5,120
3152,1,2,2/22/2024 10:45,10,Tea,2,0,0,0,0,0
1530,6,2,2/22/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
792,3,1,2/22/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2493,6,1,2/22/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
983,2,5,afternoon,15,Tea_Milk,50,2,8,0,3,25
4197,3,1,2/22/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4208,4,1,2/22/2024 10:45,20,Nescafee,100,3,12,1,5,120
4342,2,4,evening,15,Tea_Milk,50,2,8,0,3,25
3921,3,3,2/22/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1164,1,4,2/22/2024 10:45,10,Tea,2,0,0,0,0,0
2248,6,4,2/22/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
426,6,4,evening,20,Cacao_Milk,200,10,20,5,6,100
2700,4,4,2/22/2024 10:45,20,Nescafee,100,3,12,1,5,120
1737,3,4,2/22/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1208,6,2,2/23/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1250,4,5,2/23/2024 10:45,20,Nescafee,100,3,12,1,5,120
2582,2,3,2/23/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4547,6,3,2/23/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4572,4,1,2/23/2024 10:45,20,Nescafee,100,3,12,1,5,120
1611,6,1,2/23/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4841,3,1,2/23/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4467,6,2,2/23/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4257,1,2,2/23/2024 10:45,10,Tea,2,0,0,0,0,0
1757,2,2,2/23/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2285,1,3,morning,10,Tea,2,0,0,0,0,0
82,5,5,2/23/2024 10:45,15,Cacao,150,8,15,5,4,50
2320,3,5,2/23/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1704,4,4,2/23/2024 10:45,20,Nescafee,100,3,12,1,5,120
4801,1,3,2/23/2024 10:45,10,Tea,2,0,0,0,0,0
690,3,3,afternoon,15,Nescaffee black,80,3,10,0,1,100
480,4,1,2/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
4589,4,1,2/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
600,1,3,2/24/2024 10:45,10,Tea,2,0,0,0,0,0
3402,4,1,2/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
1160,2,3,2/24/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1479,1,3,2/24/2024 10:45,10,Tea,2,0,0,0,0,0
3155,6,3,2/24/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2678,4,3,2/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
881,2,1,2/24/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1273,1,5,2/24/2024 10:45,10,Tea,2,0,0,0,0,0
2441,2,3,2/24/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2884,1,1,2/24/2024 10:45,10,Tea,2,0,0,0,0,0
4994,1,4,2/24/2024 10:45,10,Tea,2,0,0,0,0,0
3306,1,2,2/24/2024 10:45,10,Tea,2,0,0,0,0,0
3490,6,4,2/24/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
203,5,2,2/24/2024 10:45,15,Cacao,150,8,15,5,4,50
528,1,2,2/25/2024 10:45,10,Tea,2,0,0,0,0,0
3994,5,1,2/25/2024 10:45,15,Cacao,150,8,15,5,4,50
538,4,5,2/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
39,1,1,2/25/2024 10:45,10,Tea,2,0,0,0,0,0
3466,2,1,2/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4664,1,2,2/25/2024 10:45,10,Tea,2,0,0,0,0,0
3685,5,2,2/25/2024 10:45,15,Cacao,150,8,15,5,4,50
4722,1,5,2/25/2024 10:45,10,Tea,2,0,0,0,0,0
1826,6,3,2/25/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1036,4,5,2/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
2692,6,3,2/25/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1575,6,2,2/25/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1676,1,2,evening,10,Tea,2,0,0,0,0,0
3846,4,1,evening,20,Nescafee,100,3,12,1,5,120
